index,capability_id,capability,layer_ids,layers,obligation,activation,primary_mandatory_reference,v3_profile_overlays,authority_owners,design_conformance,runtime_conformance,evidence_status,promotion_state,required_positive_test,required_negative_test,evidence_requirement,rollback_requirement,source_decision_ids,source
130,CAP-131,"AI Songwriting, Composition & Music Production",9; 10,"Creative Design, Film, DCC & Documents; Audio, Video, Streaming & Realtime",MANDATORY,PROFILE/JOB,editable-first SongProject; HeartMuLa/ACE-Step providers; Ardour finishing,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-ACE-STEP; PROFILE-STRUCTURED-MUSIC; PROFILE-YUE; PROFILE-HEADLESS-DAW; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-NP-YUE-UI,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-131-POS,AT-CAP-131-NEG,EVID-CAP-131-CURRENT-HOST,ROLLBACK-CAP-131,DEC-CAP-131; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-MUSIC-001; GC-07; GC-13; GC-14; FA3-REG-001; FA3-REG-002; FA3-REG-003; NP-03,v2.0.20 §15 + v3.0.11 overlays
131,CAP-132,Global Durable Orchestration & Workflow Lifecycle,4; 6,"Data, Event & Contract; Agent Orchestration & Harness",MANDATORY,ALWAYS_ON + JOB,Temporal self-hosted primary; n8n/Goose/Goosetown/Waverless adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-CATALOG; AUTH-REGISTRY; AUTH-POLICY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-132-POS,AT-CAP-132-NEG,EVID-CAP-132-CURRENT-HOST,ROLLBACK-CAP-132,DEC-CAP-132; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
132,CAP-133,"Endpoint Threat Detection, Malware Analysis, Host Telemetry & Containment",3,"Trust, Security & Recovery",MANDATORY,ALWAYS_ON + PROFILE/JOB,Falco runtime; Wazuh SIEM/FIM; ClamAV scanner; YARA-X/osquery/CrowdSec; conditional DFIR,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONTAINER-SECURITY; PROFILE-DAGDA; PROFILE-BBOT; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-133-POS,AT-CAP-133-NEG,EVID-CAP-133-CURRENT-HOST,ROLLBACK-CAP-133,DEC-CAP-133; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-SEC-001; FA3-SEC-002; GC-04; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
133,CAP-134,"Low-Latency State, Cache, Queue & Worker Coordination",4,"Data, Event & Contract",MANDATORY,ALWAYS_ON module,Valkey `REQ-ADAPTER + PRIMARY-REF`; ephemeral-only authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-CATALOG; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-134-POS,AT-CAP-134-NEG,EVID-CAP-134-CURRENT-HOST,ROLLBACK-CAP-134,DEC-CAP-134; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
134,CAP-135,"Local Generative Media Environment, Package, Model & Runtime Lifecycle",9; 11,"Creative Design, Film, DCC & Documents; Desktop Experience & Operations UX",MANDATORY,SESSION/PROFILE/GATE,Stability Matrix `REQ-ADAPTER + PRIMARY-REF`; native worker promotion,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-DENOISER-RESIDENCY; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-REGISTRY; AUTH-HUMAN; AUTH-OBS; AUTH-POLICY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-135-POS,AT-CAP-135-NEG,EVID-CAP-135-CURRENT-HOST,ROLLBACK-CAP-135,DEC-CAP-135; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AI-004; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
135,CAP-136,"GPU Direct Data Path, Low-Latency Copy & Storage Compatibility",2,"Resource, Storage & Lifecycle",MANDATORY,PROFILE/JOB/GATE,GDRCopy + GPUDirect Storage `REQ-ADAPTER + REF`; conditional runtime admission,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-IRQ-LOCALITY; PROFILE-GPU-ROLES; PROFILE-GDRCOPY-GDS; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-136-POS,AT-CAP-136-NEG,EVID-CAP-136-CURRENT-HOST,ROLLBACK-CAP-136,DEC-CAP-136; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-002; FA3-HOST-005; FA3-DATA-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
136,CAP-137,Heterogeneous AI/HPC Development Toolchain & Build Compatibility,8,"Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB,NVIDIA HPC SDK + Intel oneAPI `REQ-ADAPTER + REF`,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-FAIRSEQ; PROFILE-UNREAL; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-137-POS,AT-CAP-137-NEG,EVID-CAP-137-CURRENT-HOST,ROLLBACK-CAP-137,DEC-CAP-137; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-AI-003; GC-09; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
137,CAP-138,"Remote Model API, Hosted AI Execution & Artifact Transfer",5; 8,"Unified AI Gateway, Model & Memory; Engineering, Research, Simulation & Learning",MANDATORY,COND/PROFILE/JOB,"MuAPI, HF Spaces, `hf_transfer` governed adapters",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE; AUTH-DURABLE; AUTH-POLICY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-138-POS,AT-CAP-138-NEG,EVID-CAP-138-CURRENT-HOST,ROLLBACK-CAP-138,DEC-CAP-138; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
138,CAP-139,Agent Team Architecture & Skill Factory,6; 7; 8,"Agent Orchestration & Harness; Tools, Skills & Automation; Engineering, Research, Simulation & Learning",MANDATORY,PROFILE/JOB/GATE,Harness v1.2.0 `REQ-ADAPTER + PRIMARY-REF`; `mattpocock/skills` + Evalite `REQ-ADAPTER + REF`; Sandcastle `COND + REQ-ADAPTER + REF`; AgentTeamBlueprint,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-AGENT-SKILLS; PROFILE-AGENT-PLUGINS; PROFILE-ENGINEERING-HARNESS; PROFILE-AGENT-INTEROP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-DURABLE; AUTH-POLICY; AUTH-RESOURCE; AUTH-REGISTRY; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-139-POS,AT-CAP-139-NEG,EVID-CAP-139-CURRENT-HOST,ROLLBACK-CAP-139,DEC-CAP-139; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-AGENT-001; FA3-AGENT-002; FA3-ENG-001; GC-01; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
139,CAP-140,"AI Gateway Security, Multi-Provider Routing & Egress Governance",3; 5,"Trust, Security & Recovery; Unified AI Gateway, Model & Memory",MANDATORY,ALWAYS_ON module/GATE,canonical ai-gateway + LiteLLM primary; Trylon policy REF,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-XLIO-VMA; PROFILE-GUARDRAILS; PROFILE-AGENT-INTEROP; PROFILE-MINIMAX-MCP; PROFILE-LLAMACPP; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-MOZILLA-AI-INTEGRATION; PROFILE-MOZILLA-PROVIDER-DISPOSITION,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS; AUTH-AI-ROUTING; AUTH-REGISTRY; AUTH-MEMORY; AUTH-RESOURCE,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-140-POS,AT-CAP-140-NEG,EVID-CAP-140-CURRENT-HOST,ROLLBACK-CAP-140,DEC-CAP-140; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-NET-001; FA3-AI-002; GC-01; GC-08; GC-11; FA3-REG-001; FA3-REG-002; FA3-REG-003; FA3-MOZ-001; FA3-MOZ-PROV-001,v2.0.20 §15 + v3.0.11 overlays
140,CAP-141,"Software Supply Chain, Artifact Trust, Signing, SBOM & Promotion",3; 12,"Trust, Security & Recovery; Observability, Quality, Delivery & Feedback",MANDATORY,GATE/JOB/PROFILE,"Syft, Cosign/Sigstore, OPA; Harbor/Loki profile providers",PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CONTAINER-SECURITY; PROFILE-DAGDA; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE; PROFILE-NP-AIDOCK,AUTH-POLICY; AUTH-SECRETS; AUTH-IDENTITY; AUTH-OBS; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-141-POS,AT-CAP-141-NEG,EVID-CAP-141-CURRENT-HOST,ROLLBACK-CAP-141,DEC-CAP-141; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-SEC-001; FA3-SEC-002; FA3-REG-001; FA3-REG-002; FA3-REG-003; NP-04,v2.0.20 §15 + v3.0.11 overlays
141,CAP-142,Workstation Adaptive Optimization & KDE6 Control Plane,2; 11,"Resource, Storage & Lifecycle; Desktop Experience & Operations UX",MANDATORY,SESSION/ALWAYS_ON module/GATE,KDE6 KCM projection; systemd/cgroup v2 Resource Broker authority,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-ACTIVATION-SOLVER; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-CPU-NUMA; PROFILE-MEMORY-COMPACTION; PROFILE-DESKTOP-CONSOLE; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY; AUTH-POLICY; AUTH-HUMAN,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-142-POS,AT-CAP-142-NEG,EVID-CAP-142-CURRENT-HOST,ROLLBACK-CAP-142,DEC-CAP-142; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-005; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-001; FA3-HOST-003; FA3-DESKTOP-001; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
142,CAP-143,Diffusion Transformer Inference Acceleration & Quality-Governed Runtime Dispatch,2; 5; 9,"Resource, Storage & Lifecycle; Unified AI Gateway, Model & Memory; Creative Design, Film, DCC & Documents",MANDATORY,PROFILE/JOB/GATE,provider-neutral DiT acceleration; CUTLASS/Torch/ComfyUI/WanGP adapters,PROFILE-SOURCE-GRAPH; PROFILE-AUTHORITY-LINT; PROFILE-STATUS-MODEL; PROFILE-CHANGESET; PROFILE-RESOLVED-RUNTIME; PROFILE-EVIDENCE-COVERAGE; PROFILE-SOURCE-EXCLUSION; PROFILE-GPU-ROLES; PROFILE-DENOISER-RESIDENCY; PROFILE-PRECISION; PROFILE-SOURCE-GRAPH-REGRESSION; PROFILE-MANDATORY-MAPPING; PROFILE-SUPERSEDENCE,AUTH-RESOURCE; AUTH-HOST-LIFE; AUTH-REGISTRY; AUTH-AI-ROUTING; AUTH-MEMORY; AUTH-HUMAN; AUTH-OBS,DESIGN-CONFORMANT,EVIDENCE-PENDING,PENDING_CURRENT_HOST,NOT_RUNTIME_PROMOTED_BY_DOCUMENT_ALONE,AT-CAP-143-POS,AT-CAP-143-NEG,EVID-CAP-143-CURRENT-HOST,ROLLBACK-CAP-143,DEC-CAP-143; FA3-CORE-001; FA3-CORE-002; FA3-CORE-003; FA3-CORE-004; FA3-CORE-006; FA3-CORE-007; FA3-CORE-008; FA3-HOST-005; FA3-AI-004; GC-12; FA3-REG-001; FA3-REG-002; FA3-REG-003,v2.0.20 §15 + v3.0.11 overlays
